subdistrict,year,heatwave_days_count
Sonbhadra Banshi Suryapur,2025,17
Sonepur,2025,8
Sonhaula,2025,2
Sono,2025,2
Srinagar,2025,0
Sugauli,2025,0
Sultanganj,2025,3
Supaul,2025,0
Suppi,2025,1
Surajgarha,2025,5
Sursand,2025,0
Suryapura,2025,20
Tajpur,2025,7
Tan Kuppa,2025,12
Taraiya,2025,9
Tarapur,2025,3
Tarari,2025,17
Tardih,2025,0
Tariani Chowk,2025,0
Teghra,2025,5
Terhagachh,2025,0
Tetaria,2025,1
Tetiha Bambor,2025,4
Thakrahan,2025,0
Thakurganj,2025,0
Tharthari,2025,11
Thawe,2025,7
Tikari,2025,18
Tilouthu,2025,10
Tribeniganj,2025,0
Turkaulia,2025,1
Uchkagaon,2025,8
Udwant Nagar,2025,15
Ujiarpur,2025,8
Vaishali,2025,9
Vidyapati Nagar,2025,10
Warisaliganj,2025,9
Warisnagar,2025,2
Wazirganj,2025,12
Ziradei,2025,9
