district,sum-population,total-tender-awarded-value,sum-aged-population,sum-young-population,nosanitation-hhds-pct,workers-affected-pct,pct-ncd,health-centres-count,avg-electricity,piped-hhds-pct,heat-days-score,dtname,object-id,timeperiod,population-z,exposure,govtresponse-z,government-response,efficiency,vulnerability-raw,vulnerability,heat-zscore,heat-hazard,topsis-score,heat-risk-score
Kandhamal,885455,7869938.79,53209,75298,14.92,85.0,5.5,213.0,9.3,9.54,8.465,Kandhamal,21-390,2025_Apr-Jul,-0.916,2,-0.335,3,1.0,0.0,1,-0.25,3,0.485,3
Kendrapara,1783366,147308735.0,202113,131142,14.14,81.0,7.74,278.0,10.75,19.39,7.375,Kendrapara,21-379,2025_Apr-Jul,0.111,3,1.891,1,1.0,0.0,1,-1.163,2,0.202,2
Kendujhar,2260256,26395522.0,130233,182229,15.69,93.5,5.75,420.0,8.44,11.67,8.17,Kendujhar,21-375,2025_Apr-Jul,0.657,4,-0.039,3,0.9,0.1,4,-0.497,3,0.61,4
Khordha,2793085,38179800.8,207643,166783,11.4,67.5,8.8,249.0,11.4,17.97,8.013,Khordha,21-386,2025_Apr-Jul,1.267,4,0.149,3,1.0,0.0,1,-0.629,2,0.392,2
Koraput,1701051,18742967.79,91843,154468,14.56,93.2,5.31,366.0,9.67,12.54,8.835,Koraput,21-398,2025_Apr-Jul,0.017,3,-0.161,3,0.99,0.01,1,0.06,3,0.495,3
Malkangiri,831116,6307650.07,43849,83360,16.6,99.8,5.2,178.0,9.32,11.11,9.392,Malkangiri,21-399,2025_Apr-Jul,-0.978,2,-0.36,3,1.0,0.0,1,0.527,4,0.595,3
Mayurbhanj,3074481,140501794.0,170370,210981,12.74,88.8,6.77,684.0,9.47,10.76,7.238,Mayurbhanj,21-376,2025_Apr-Jul,1.589,5,1.782,1,1.0,0.0,1,-1.278,2,0.255,2
Nabarangpur,1547190,18825549.0,79835,143484,13.45,98.1,3.78,335.0,10.8,12.99,8.388,Nabarangpur,21-397,2025_Apr-Jul,-0.159,3,-0.16,3,1.0,0.0,1,-0.315,3,0.495,3
Nayagarh,1067570,2648938.0,95064,70191,12.14,87.5,8.28,201.0,10.48,9.95,9.785,Nayagarh,21-385,2025_Apr-Jul,-0.708,2,-0.418,3,1.0,0.0,1,0.856,4,0.595,3
Nuapada,752971,0.0,57594,62718,7.64,91.9,5.4,114.0,9.56,9.3,9.412,Nuapada,21-394,2025_Apr-Jul,-1.068,2,-0.46,3,1.0,0.0,1,0.544,4,0.595,3
Puri,1981676,303374399.0,152825,99830,13.65,77.5,8.3,295.0,10.8,11.76,7.518,Puri,21-387,2025_Apr-Jul,0.338,3,4.382,1,1.0,0.0,1,-1.043,2,0.202,2
Rayagada,1213091,45319342.28,71641,113523,13.72,94.6,7.28,280.0,9.08,6.99,9.752,Rayagada,21-396,2025_Apr-Jul,-0.541,2,0.263,3,0.989,0.011,1,0.829,4,0.595,3
Sambalpur,1321896,5800999.19,107668,96474,18.74,84.3,4.96,193.0,10.96,7.8,8.712,Sambalpur,21-372,2025_Apr-Jul,-0.417,3,-0.368,3,1.0,0.0,1,-0.042,3,0.495,3
Sonepur,703602,2462421.0,50641,45168,17.76,95.8,5.03,112.0,10.36,12.76,11.23,Sonepur,21-392,2025_Apr-Jul,-1.124,2,-0.421,3,1.0,0.0,1,2.066,5,0.667,4
Sundargarh,2514325,0.0,142164,173021,9.13,82.8,6.23,460.0,8.96,7.51,8.285,Sundargarh,21-374,2025_Apr-Jul,0.948,4,-0.46,3,1.0,0.0,1,-0.4,3,0.505,3
