district,sum-population,total-tender-awarded-value,sum-aged-population,sum-young-population,nosanitation-hhds-pct,workers-affected-pct,pct-ncd,health-centres-count,avg-electricity,piped-hhds-pct,heat-days-score,dtname,object-id,timeperiod,population-z,exposure,govtresponse-z,government-response,efficiency,vulnerability-raw,vulnerability,heat-zscore,heat-hazard,topsis-score,heat-risk-score
JORHAT,1006713,1417000.0,55638,56288,12.066,73.71,7.53,106.0,10.292,14.251,15.405,JORHAT,18-312-00169,2026_Apr-Jul,-0.093,3,-0.331,3,1.0,0.0,1,1.206,4,0.614,4
KAMRUP,1682892,16997634.89,83682,109787,9.48,61.86,5.825,282.0,10.062,3.324,10.264,KAMRUP,18-321-00208,2026_Apr-Jul,1.213,4,-0.264,3,1.0,0.0,1,-0.479,3,0.508,3
KAMRUP METRO,1401875,86660604.0,59411,65102,11.61,40.36,5.66,52.0,12.074,11.46,9.906,KAMRUP METRO,18-322-00219,2026_Apr-Jul,0.67,4,0.036,3,1.0,0.0,1,-0.596,2,0.395,2
KARBI ANGLONG,727666,0.0,40929,86875,23.466,79.48,5.27,30.0,7.161,1.955,14.11,KARBI ANGLONG,18-314-00178,2026_Apr-Jul,-0.632,2,-0.338,3,0.726,0.274,4,0.781,4,0.744,4
KARIMGANJ,1468366,0.0,97504,172355,14.247,76.88,3.51,96.0,9.77,5.567,11.574,KARIMGANJ,18-317-00189,2026_Apr-Jul,0.798,4,-0.338,3,1.0,0.0,1,-0.05,3,0.508,3
KOKRAJHAR,1300306,4999999.0,65255,122171,22.904,86.36,4.26,163.0,8.966,2.847,8.146,KOKRAJHAR,18-300-00101,2026_Apr-Jul,0.474,3,-0.316,3,0.893,0.107,3,-1.173,2,0.438,3
LAKHIMPUR,1203378,107134967.39,66563,109109,16.319,79.61,4.168,124.0,8.32,2.832,15.936,LAKHIMPUR,18-307-00141,2026_Apr-Jul,0.287,3,0.124,3,0.896,0.104,3,1.38,4,0.716,4
MAJULI,163237,21919570.07,8285,8887,17.281,88.08,5.345,32.0,9.351,4.953,16.12,MAJULI,18-760-00280,2026_Apr-Jul,-1.722,1,-0.243,3,1.0,0.0,1,1.44,4,0.595,3
MORIGAON,1193885,589763047.34,49137,93493,15.812,55.93,5.163,116.0,7.183,3.35,10.055,MORIGAON,18-304-00126,2026_Apr-Jul,0.268,3,2.206,1,0.989,0.011,1,-0.547,2,0.212,2
NAGAON,2468072,165301357.16,113113,197217,23.508,69.66,5.167,277.0,9.826,4.975,11.686,NAGAON,18-305-00130,2026_Apr-Jul,2.729,5,0.375,3,1.0,0.0,1,-0.013,3,0.515,3
NALBARI,986435,76133455.54,47767,50242,21.254,47.21,6.945,142.0,10.469,9.66,9.407,NALBARI,18-323-00222,2026_Apr-Jul,-0.132,3,-0.009,3,1.0,0.0,1,-0.76,2,0.386,2
SIVASAGAR,786997,0.0,48792,57539,8.957,82.09,6.945,143.0,10.378,6.811,16.691,SIVASAGAR,18-311-00165,2026_Apr-Jul,-0.517,2,-0.338,3,1.0,0.0,1,1.627,5,0.677,4
SONITPUR,1502265,0.0,78844,123910,13.191,84.82,6.025,158.0,9.79,6.036,11.734,SONITPUR,18-306-00137,2026_Apr-Jul,0.864,4,-0.338,3,0.858,0.142,3,0.003,3,0.579,3
SOUTH SALMARA MANCACHAR,574364,0.0,27815,61238,28.086,84.29,3.23,69.0,6.665,3.569,10.35,SOUTH SALMARA MANCACHAR,18-758-00256,2026_Apr-Jul,-0.928,2,-0.338,3,1.0,0.0,1,-0.451,3,0.492,3
TAMULPUR,507364,9427894.0,24004,31445,9.72,81.84,5.68,67.0,9.241,4.627,4.486,TAMULPUR,18-816-00235,2026_Apr-Jul,-1.057,2,-0.297,3,1.0,0.0,1,-2.372,1,0.308,2
TINSUKIA,1450860,45863465.51,89145,142460,24.888,89.01,5.717,119.0,8.61,3.415,15.4,TINSUKIA,18-309-00154,2026_Apr-Jul,0.765,4,-0.14,3,0.712,0.288,4,1.204,4,0.776,4
UDALGURI,877618,3288650.0,44014,68557,12.412,80.43,5.602,15.0,6.483,2.391,8.595,UDALGURI,18-326-00240,2026_Apr-Jul,-0.342,3,-0.323,3,0.677,0.323,5,-1.026,2,0.5,3
WEST KARBI ANGLONG,380430,0.0,27628,56932,28.835,95.44,2.96,25.0,5.849,0.243,11.393,WEST KARBI ANGLONG,18-759-00255,2026_Apr-Jul,-1.303,2,-0.338,3,1.0,0.0,1,-0.109,3,0.492,3
