revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,women_sugar,men_sugar,women_bp,men_bp,pct_ncd,timeperiod
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,3.07,4.35,5.51,4.77,4.425,2025_10
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,2.98,3.82,3.28,3.47,3.3875,2025_10
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,2.98,3.82,3.28,3.47,3.3875,2025_10
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,2.98,3.82,3.28,3.47,3.3875,2025_10
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,2.98,3.82,3.28,3.47,3.3875,2025_10
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,2.98,3.82,3.28,3.47,3.3875,2025_10
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,4.26,4.82,3.94,3.03,4.0125,2025_10
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,4.26,4.82,3.94,3.03,4.0125,2025_10
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,4.26,4.82,3.94,3.03,4.0125,2025_10
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,4.26,4.82,3.94,3.03,4.0125,2025_10
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,4.26,4.82,3.94,3.03,4.0125,2025_10
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,4.26,4.82,3.94,3.03,4.0125,2025_10
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,4.42,4.67,4.87,6.69,5.1625000000000005,2025_10
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,4.42,4.67,4.87,6.69,5.1625000000000005,2025_10
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,4.42,4.67,4.87,6.69,5.1625000000000005,2025_10
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,4.42,4.67,4.87,6.69,5.1625000000000005,2025_10
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Raha,Raha,,341,NAGAON,18-305-00135,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,6.17,9.14,2.89,2.47,5.1675,2025_10
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,3.89,4.56,8.0,7.65,6.025,2025_10
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,3.89,4.56,8.0,7.65,6.025,2025_10
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,3.89,4.56,8.0,7.65,6.025,2025_10
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,3.89,4.56,8.0,7.65,6.025,2025_10
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,3.47,3.43,4.44,5.33,4.1675,2025_10
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,2.22,3.67,4.55,5.35,3.9475,2025_10
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,2.22,3.67,4.55,5.35,3.9475,2025_10
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,2.22,3.67,4.55,5.35,3.9475,2025_10
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,2.22,3.67,4.55,5.35,3.9475,2025_10
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,2.22,3.67,4.55,5.35,3.9475,2025_10
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,2.22,3.67,4.55,5.35,3.9475,2025_10
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,4.73,8.08,4.66,5.4,5.717499999999999,2025_10
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,4.73,8.08,4.66,5.4,5.717499999999999,2025_10
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,4.73,8.08,4.66,5.4,5.717499999999999,2025_10
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,4.73,8.08,4.66,5.4,5.717499999999999,2025_10
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,6.56,8.95,4.3,4.3,6.0275,2025_10
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,6.22,8.8,5.94,6.82,6.945,2025_10
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,6.22,8.8,5.94,6.82,6.945,2025_10
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,6.22,8.8,5.94,6.82,6.945,2025_10
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,6.22,8.8,5.94,6.82,6.945,2025_10
Teok,Teok,,450,JORHAT,18-312-00169,18-312,7.32,9.27,7.11,6.42,7.529999999999999,2025_10
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,7.32,9.27,7.11,6.42,7.529999999999999,2025_10
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,7.32,9.27,7.11,6.42,7.529999999999999,2025_10
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,4.67,6.56,6.88,6.25,6.09,2025_10
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,4.67,6.56,6.88,6.25,6.09,2025_10
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,4.67,6.56,6.88,6.25,6.09,2025_10
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,4.67,6.56,6.88,6.25,6.09,2025_10
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,4.67,6.56,6.88,6.25,6.09,2025_10
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,4.67,6.56,6.88,6.25,6.09,2025_10
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,3.22,4.8,6.5,6.56,5.27,2025_10
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,3.22,4.8,6.5,6.56,5.27,2025_10
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,2.4,2.82,3.45,4.01,3.17,2025_10
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,2.4,2.82,3.45,4.01,3.17,2025_10
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,2.4,2.82,3.45,4.01,3.17,2025_10
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,2.4,2.82,3.45,4.01,3.17,2025_10
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,6.07,4.48,3.73,2.85,4.282500000000001,2025_10
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,6.07,4.48,3.73,2.85,4.282500000000001,2025_10
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,6.07,4.48,3.73,2.85,4.282500000000001,2025_10
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,6.07,4.48,3.73,2.85,4.282500000000001,2025_10
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,6.07,4.48,3.73,2.85,4.282500000000001,2025_10
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,4.3,4.46,2.6,2.68,3.51,2025_10
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,4.3,4.46,2.6,2.68,3.51,2025_10
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,4.3,4.46,2.6,2.68,3.51,2025_10
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,4.3,4.46,2.6,2.68,3.51,2025_10
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,4.3,4.46,2.6,2.68,3.51,2025_10
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,5.78,7.31,5.76,5.61,6.115,2025_10
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,5.78,7.31,5.76,5.61,6.115,2025_10
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,5.78,7.31,5.76,5.61,6.115,2025_10
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,5.78,7.31,5.76,5.61,6.115,2025_10
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,4.04,5.81,3.97,3.63,4.3625,2025_10
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,4.04,5.81,3.97,3.63,4.3625,2025_10
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,4.04,5.81,3.97,3.63,4.3625,2025_10
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,4.04,5.81,3.97,3.63,4.3625,2025_10
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,4.04,5.81,3.97,3.63,4.3625,2025_10
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,2.64,4.1,5.24,6.35,4.5825,2025_10
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,2.64,4.1,5.24,6.35,4.5825,2025_10
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,2.64,4.1,5.24,6.35,4.5825,2025_10
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,2.64,4.1,5.24,6.35,4.5825,2025_10
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,2.64,4.1,5.24,6.35,4.5825,2025_10
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,6.84,10.4,2.6,2.8,5.660000000000001,2025_10
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,6.84,10.4,2.6,2.8,5.660000000000001,2025_10
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,6.84,10.4,2.6,2.8,5.660000000000001,2025_10
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,8.02,9.66,4.99,5.11,6.945,2025_10
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Barama,Barama,,96,BAKSA,18-324-00234,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,3.42,4.76,4.28,1.98,3.61,2025_10
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,3.42,4.76,4.28,1.98,3.61,2025_10
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,3.42,4.76,4.28,1.98,3.61,2025_10
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,4.13,5.01,5.18,3.01,4.3325,2025_10
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,2.62,4.43,6.95,7.59,5.3975,2025_10
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,2.62,4.43,6.95,7.59,5.3975,2025_10
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,2.62,4.43,6.95,7.59,5.3975,2025_10
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,7.53,8.0,6.87,7.28,7.420000000000001,2025_10
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,7.53,8.0,6.87,7.28,7.420000000000001,2025_10
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,7.53,8.0,6.87,7.28,7.420000000000001,2025_10
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,2.11,2.28,4.19,3.26,2.96,2025_10
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,2.8,4.47,3.1,2.55,3.2299999999999995,2025_10
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,2.8,4.47,3.1,2.55,3.2299999999999995,2025_10
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,3.96,6.25,7.19,5.32,5.680000000000001,2025_10
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,4.26,4.82,3.94,3.03,4.0125,2025_10
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,4.26,4.82,3.94,3.03,4.0125,2025_10
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,4.26,4.82,3.94,3.03,4.0125,2025_10
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,6.84,10.4,2.6,2.8,5.660000000000001,2025_10
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,4.57,6.79,6.95,4.1,5.602499999999999,2025_10
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,3.42,4.76,4.28,1.98,3.61,2025_10
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,3.42,4.76,4.28,1.98,3.61,2025_10
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,4.42,4.67,4.87,6.69,5.1625000000000005,2025_10
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,8.36,7.33,3.88,3.73,5.825,2025_10
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,3.07,4.35,5.51,4.77,4.425,2025_10
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,7.32,9.27,7.11,6.42,7.529999999999999,2025_10
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,7.32,9.27,7.11,6.42,7.529999999999999,2025_10
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,4.13,5.01,5.18,3.01,4.3325,2025_10
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,4.13,5.01,5.18,3.01,4.3325,2025_10
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,3.86,5.33,6.16,6.03,5.345,2025_10
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,3.86,5.33,6.16,6.03,5.345,2025_10
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,3.22,4.8,6.5,6.56,5.27,2025_10
